Undo  ShowKeys
#	sorted	key	Freq
150	169	בניישראל	169
151	167	בתוך	167
152	166	ממנו	166
153	165	בעיני	165
154	164	פרעה	164
155	163	אליהם	163
156	161	רבים	161
157	161	וירא	161
158	161	אלהיכם	161
159	160	אלהינו	160
160	159	ביד	159
161	157	ויתן	157
162	157	היא	157
163	157	בהם	157
164	157	אביו	157
165	156	נפשי	156
166	156	מארץ	156
167	156	למלך	156
168	156	אליהוה	156
169	155	רעה	155
170	155	פלשתים	155
171	153	עלה	153
172	153	אחת	153
173	150	לעולם	150
174	150	זאת	150
175	149	עשרה	149
176	149	עלכן	149
177	148	צוה	148
178	148	בבית	148
179	148	אשה	148
180	148	אהרן	148
181	147	שבע	147
182	147	מועד	147
183	147	יוסף	147
184	146	לנו	146
185	145	ועל	145
186	145	הכהנים	145
187	144	דרך	144
188	144	גדול	144
189	143	עמי	143
190	143	אלפים	143
191	141	יהושע	141
192	141	אל	141
193	139	שני	139
194	139	כסף	139
195	138	וישבו	138
196	138	הדבר	138
197	137	לה	137
198	137	לבית	137
199	137	וכל	137
200	137	ואמרת	137
201	136	היו	136
202	136	גם	136
203	134	שמה	134
204	134	וימת	134
205	134	ואיש	134
206	134	הבית	134
207	134	במדבר	134
208	133	אתי	133
209	132	רוח	132
210	132	מואב	132
211	131	למה	131
212	131	לדוד	131
213	131	ושם	131
214	130	תהיה	130
215	130	נאם	130
216	130	מה	130
217	130	מאת	130
218	130	בין	130
219	129	אתהארץ	129
220	129	אלהם	129
221	128	ויקם	128
222	128	וגם	128
223	128	באש	128
224	124	עולם	124
225	123	בנים	123
226	123	בך	123
227	122	עתה	122
228	122	עלפני	122
229	122	משפט	122
230	122	בדרך	122
231	120	שמעו	120
232	120	ידו	120
233	119	שמע	119
234	119	מלכא	119
235	119	בישראל	119
236	118	ויעל	118
237	118	גוים	118
238	117	פני	117
239	117	יצא	117
240	117	בבל	117
241	117	אתישראל	117
242	116	קול	116
243	116	הם	116
244	116	אתך	116
245	115	ובין	115
246	115	הנביא	115
247	115	האיש	115
248	114	בי	114
249	113	שמו	113
250	113	ראה	113
251	113	עם	113
252	113	והיו	113
253	113	השדה	113
254	113	הלוא	113
255	113	אפרים	113
256	112	לפניו	112
257	111	שבעת	111
258	111	משפחת	111
259	111	אנשי	111
260	110	קדש	110
261	109	שלום	109
262	109	חרב	109
263	109	ויען	109
264	109	בחרב	109
265	109	אז	109
266	109	אברהם	109
267	108	רע	108
268	108	משם	108
269	108	ויהיו	108
270	108	ואשר	108
271	108	ואלה	108
272	108	הלך	108
273	106	לפניך	106
274	106	בבקר	106
275	105	עבדך	105
276	105	נתתי	105
277	105	יעשה	105
278	105	ונתתי	105
279	105	וילכו	105
280	105	בהר	105
281	105	אך	105
282	104	ביהוה	104
283	104	אלהמלך	104
284	103	שלח	103
285	101	עבדי	101
286	101	מכל	101
287	101	לחדש	101
288	101	בן	101
289	100	שלשים	100
290	100	עליכם	100
291	100	ישב	100
292	100	ויהוה	100
293	100	אתהעם	100
294	100	אש	100
295	99	כלהעם	99
296	98	בןאדם	98
297	97	יען	97
298	97	אנשים	97
299	96	תחתיו	96
300	96	רשע	96
301	96	מיד	96
302	96	ברית	96
303	96	בעיר	96
304	96	אחר	96
305	95	שמואל	95
306	95	רשעים	95
307	95	רק	95
308	95	צדיק	95
309	95	בם	95
310	94	מבית	94
311	94	ועשרים	94
312	94	וישמע	94
313	94	הלוים	94
314	94	באו	94
315	93	מאה	93
316	93	כלם	93
317	92	יואב	92
318	92	היתה	92
319	91	תעשה	91
320	91	שרי	91
321	91	ממצרים	91
322	91	מלחמה	91
323	91	לכל	91
324	91	ועשית	91
325	91	בניו	91
326	91	בכל	91
327	90	נא	90
328	90	מהם	90
329	90	ידי	90
330	90	והיתה	90
331	89	עלישראל	89
332	89	יחדו	89
333	89	יהיו	89
334	89	חמשה	89
335	89	וישם	89
336	89	אשור	89
337	88	מזבח	88
338	88	לתת	88
339	88	לעם	88
340	88	וימלך	88
341	88	הרע	88
342	88	האחד	88
343	88	ארצה	88
344	88	ארבע	88
345	88	אמה	88
346	88	אחיו	88
347	87	עלהארץ	87
348	87	עיני	87
349	87	לאיש	87
350	87	חמשים	87
351	87	הן	87
352	87	הימים	87
353	87	האדם	87
354	87	אמות	87
355	86	פתח	86
356	86	עלינו	86
357	86	ממני	86
358	86	ככל	86
359	86	הים	86
360	86	הגדול	86
361	86	האנשים	86
362	86	בעת	86
363	85	הקדש	85
364	85	ארבעים	85
365	84	שער	84
366	84	שלש	84
367	84	ראשי	84
368	84	ללכת	84
369	84	חיל	84
370	84	השמש	84
371	84	הוליד	84
372	84	הגוים	84
373	84	בידו	84
374	83	רב	83
375	83	בשדה	83
376	83	ארם	83
377	83	אביך	83
378	82	עבר	82
379	82	לב	82
380	81	שלשה	81
381	81	עיר	81
382	81	מנשה	81
383	81	חיים	81
384	81	ועשה	81
385	81	הירדן	81
386	81	בנימן	81
387	81	אליה	81
388	80	השני	80
389	80	הלא	80
390	80	אחריו	80
391	79	לאלהים	79
392	79	כלאשר	79
393	79	ויחנו	79
394	79	אםלא	79
395	78	תמיד	78
396	78	מות	78
397	78	כנען	78
398	78	כלה	78
399	78	חמש	78
400	78	אנחנו	78
401	77	ממך	77
402	77	מלכי	77
403	77	מלךבבל	77
404	77	ידעתי	77
405	76	ראש	76
406	76	ראיתי	76
407	76	עמים	76
408	76	נפש	76
409	76	לבוא	76
410	76	ימי	76
411	76	האדמה	76
412	76	בגוים	76
413	76	אחרים	76
414	76	אחי	76
415	75	נחשת	75
416	75	ירבעם	75
417	75	ותהי	75
418	75	ועד	75
419	75	המזבח	75
420	75	אלבני	75
421	74	ערים	74
422	74	למשפחתם	74
423	74	יתן	74
424	74	אתמשה	74
425	74	אתבני	74
426	73	סלה	73
427	73	חכמה	73
428	73	השביעי	73
429	72	מדבר	72
430	72	לילה	72
431	72	ידע	72
432	72	ונתן	72
433	72	ויעמד	72
434	72	וידעו	72
435	72	אהל	72
436	71	למלחמה	71
437	71	לבלתי	71
438	71	כיאני	71
439	71	יבוא	71
440	70	עשית	70
441	70	נפשו	70
442	70	מעשה	70
443	70	יושב	70
444	70	ויך	70
445	70	ואתם	70
446	70	בשנת	70
447	70	ברוך	70
448	70	אמרתי	70
449	69	שבעים	69
450	69	קרא	69
451	69	ויעלו	69
452	69	בשנה	69
453	69	בקול	69
454	69	במקום	69
455	69	אמרו	69
456	68	עמון	68
457	68	עמד	68
458	68	ידך	68
459	68	ויעשו	68
460	68	וחמש	68
461	68	אלארץ	68
462	67	עבד	67
463	67	מלךיהודה	67
464	67	כלהארץ	67
465	67	גלעד	67
466	67	בעיניך	67
467	67	אתבית	67
468	67	ארון	67
469	66	מבני	66
470	66	להיות	66
471	66	לדבר	66
472	66	כדבר	66
473	66	וירד	66
474	66	המים	66
475	66	האשה	66
476	66	בשר	66
477	66	אמו	66
478	65	שמים	65
479	65	ציון	65
480	65	ההיא	65
481	65	גדולה	65
482	65	אתהדבר	65
483	64	מספר	64
484	64	וראה	64
485	64	ויסעו	64
486	64	ויבן	64
487	64	ואנכי	64
488	64	בכם	64
489	64	ביתיהוה	64
490	64	אליכם	64
491	63	שלשת	63
492	63	פניו	63
493	63	יאכל	63
494	63	ויראו	63
495	63	במים	63
496	63	בידך	63
497	62	מלא	62
498	62	מטה	62
499	62	לקח	62
500	62	ישבי	62
501	62	ותלד	62
502	62	ויתר	62
503	62	ואחיו	62
504	62	המלחמה	62
505	62	גבול	62
506	62	בחדש	62
507	62	אלדוד	62
508	61	שתי	61
509	61	שש	61
510	61	עשיתי	61
511	61	לכו	61
512	61	כבוד	61
513	61	בשם	61
514	60	עדעולם	60
515	60	ממנה	60
516	60	מזה	60
517	60	מדוע	60
518	60	חסדו	60
519	60	דברתי	60
520	60	אלהיהם	60
521	59	נשא	59
522	59	לרב	59
523	59	יצחק	59
524	59	אשת	59
525	58	ראו	58
526	58	עיניך	58
527	58	לעיני	58
528	58	לאשה	58
529	58	ירמיהו	58
530	58	חסד	58
531	58	ומי	58
532	58	והלוים	58
533	58	הרים	58
534	58	הראשון	58
535	58	העלה	58
536	58	ארבעה	58
537	57	תעשו	57
538	57	מזמור	57
539	57	למטה	57
540	57	יצאו	57
541	57	טהור	57
542	57	ויצאו	57
543	57	הנער	57
544	57	בקר	57
545	57	אתנו	57
546	57	אתן	57
547	57	אחיך	57
548	56	לפניהם	56
549	56	למנצח	56
550	56	ישבו	56
551	56	ושנים	56
552	56	ויקחו	56
553	56	ובית	56
554	56	וביום	56
555	56	און	56
556	56	אדום	56
557	55	שתים	55
558	55	שקר	55
559	55	שמר	55
560	55	שמך	55
561	55	שבעה	55
562	55	נתנו	55
563	55	מתוך	55
564	55	ימות	55
565	55	וכלהעם	55
566	55	האמרי	55
567	55	בימים	55
568	55	בימי	55
569	55	אשרעשה	55
570	55	אף	55
571	55	אם	55
572	55	אבשלום	55
573	54	פנים	54
574	54	נשים	54
575	54	מלךישראל	54
576	54	לראות	54
577	54	לבן	54
578	54	ידעת	54
579	54	זבח	54
580	54	ומעלה	54
581	54	ובא	54
582	54	ההר	54
583	54	בנות	54
584	54	במצרים	54
585	54	ארך	54
586	54	אלהיו	54
587	53	שמרון	53
588	53	לבי	53
589	53	לארץ	53
590	53	יאמר	53
591	53	חזקיהו	53
592	53	זכר	53
593	53	וישכב	53
594	53	ויגד	53
595	53	והמה	53
596	53	בשמן	53
597	53	בנה	53
598	53	אלהארץ	53
599	53	אחאב	53
600	52	תאכלו	52
601	52	פעמים	52
602	52	פניך	52
603	52	עץ	52
604	52	נגד	52
605	52	יד	52
606	52	בקרב	52
607	52	אתהמלך	52
608	51	עלספר	51
609	51	עון	51
610	51	מנחה	51
611	51	מהר	51
612	51	לישראל	51
613	51	כתובים	51
614	51	כלי	51
615	51	יהונתן	51
616	51	הרעה	51
617	51	אפו	51
618	51	אליהו	51
619	51	אלהעם	51
620	51	אותה	51
621	51	אבן	51
622	50	תאכל	50
623	50	ערי	50
624	50	עםאבתיו	50
625	50	מת	50
626	50	ושלשים	50
627	50	ויעבר	50
628	50	ואם	50
629	50	ואהרן	50
630	50	השער	50
631	50	הרבה	50
632	50	אלבית	50
633	49	תמים	49
634	49	שבט	49
635	49	עלפי	49
636	49	מעם	49
637	49	מלפני	49
638	49	ידעו	49
639	49	ויפל	49
640	49	ויולד	49
641	49	ואתמגרשה	49
642	49	בעיניו	49
643	48	רכב	48
644	48	ראובן	48
645	48	עלהמזבח	48
646	48	מתחת	48
647	48	מלאך	48
648	48	טמא	48
649	48	חטאת	48
650	48	ויצו	48
651	48	הוי	48
652	48	האחת	48
653	48	באזני	48
654	48	אתדברי	48
655	48	אעשה	48
656	48	אמת	48
657	48	אכל	48
658	48	אולי	48
659	47	שניהם	47
660	47	רגלי	47
661	47	עמדי	47
662	47	עלות	47
663	47	מעט	47
664	47	לקראת	47
665	47	כלהיום	47
666	47	ישוב	47
667	47	יראה	47
668	47	חי	47
669	47	ושש	47
670	47	וכי	47
671	47	ויכו	47
672	47	הכל	47
673	47	דניאל	47
674	47	באהל	47
675	47	אתפני	47
676	47	אתארון	47
677	47	אלוף	47
678	46	שמעתי	46
679	46	פה	46
680	46	עבדו	46
681	46	כלהימים	46
682	46	ילכו	46
683	46	יומת	46
684	46	יהושפט	46
685	46	זרע	46
686	46	וחמשים	46
687	46	ואחר	46
688	46	השלישי	46
689	46	ההם	46
690	46	בשמים	46
691	46	ביהודה	46
692	46	אתהעיר	46
693	46	אחריהם	46
694	45	קום	45
695	45	עמכם	45
696	45	מאתים	45
697	45	לבנות	45
698	45	יומם	45
699	45	חן	45
700	45	ולקחת	45
701	45	וכלישראל	45
702	45	ויתנו	45
703	45	וישתחו	45
704	45	וחצי	45
705	45	והם	45
706	45	ובניו	45
707	45	וארבעה	45
708	45	הצאן	45
709	45	הייתי	45
710	45	החצר	45
711	45	הבל	45
712	44	תבוא	44
713	44	צבא	44
714	44	צאן	44
715	44	סלת	44
716	44	מלאכים	44
717	44	ליום	44
718	44	לחטאת	44
719	44	יבא	44
720	44	טובה	44
721	44	חכם	44
722	44	השבת	44
723	44	הספר	44
724	44	הדברים	44
725	44	דברו	44
726	44	בשער	44
727	44	אשתו	44
728	43	שמן	43
729	43	קדוש	43
730	43	עדהערב	43
731	43	עברו	43
732	43	מקום	43
733	43	לשמע	43
734	43	לבך	43
735	43	לבו	43
736	43	כלישראל	43
737	43	כיאתה	43
738	43	וישאו	43
739	43	והעם	43
740	43	המשכן	43
741	43	דנה	43
742	43	בדבר	43
743	43	באמה	43
744	43	אתהירדן	43
745	42	שממה	42
746	42	רבה	42
747	42	ספר	42
748	42	נחלה	42
749	42	מסביב	42
750	42	יבאו	42
751	42	הכה	42
752	42	ברזל	42
753	42	באה	42
754	42	אלהמקום	42
755	41	תורת	41
756	41	צדק	41
757	41	עשים	41
758	41	לשבת	41
759	41	להלחם	41
760	41	כיום	41
761	41	כבשים	41
762	41	יחד	41
763	41	ונתתה	41
764	41	ובאו	41
765	41	ואתמגרשיה	41
766	41	הטוב	41
767	41	הזהב	41
768	41	הגבול	41
769	41	באים	41
770	41	אתעמי	41
771	41	אלינו	41
772	41	איך	41
773	41	איוב	41
774	40	שמי	40
775	40	צדיקים	40
776	40	עלראש	40
777	40	עבדיך	40
778	40	מחר	40
779	40	מאין	40
780	40	כלימי	40
781	40	יין	40
782	40	ושני	40
783	40	וראו	40
784	40	ואמרו	40
785	40	הולך	40
786	40	הבקר	40
787	40	במלכו	40
788	40	בלילה	40
789	40	אסא	40
790	40	אלתירא	40
791	40	אלירמיהו	40
792	40	אותך	40
793	40	אבתם	40
794	39	שמות	39
795	39	שיר	39
796	39	רעהו	39
797	39	ענה	39
798	39	עבדים	39
799	39	נשיא	39
800	39	מקצה	39
801	39	מצות	39
802	39	מוסר	39
803	39	מדין	39
804	39	למו	39
805	39	לאכל	39
806	39	ירא	39
807	39	חמת	39
808	39	חייהוה	39
809	39	ורחב	39
810	39	ורוח	39
811	39	וכפר	39
812	39	וכן	39
813	39	וישמעו	39
814	39	וישא	39
815	39	ויהודה	39
816	39	וידעתם	39
817	39	בתוכם	39
818	39	בעבר	39
819	39	ביתאל	39
820	39	אתהדברים	39
821	39	אתדוד	39
822	39	אצל	39
823	39	אלשאול	39
824	39	אחז	39
825	39	אבימלך	39
826	38	שר	38
827	38	רעים	38
828	38	עשרת	38
829	38	עלו	38
830	38	עיניו	38
831	38	מכם	38
832	38	יאכלו	38
833	38	חמס	38
834	38	חלב	38
835	38	חדשים	38
836	38	ושבע	38
837	38	וחמשה	38
838	38	והארץ	38
839	38	ודוד	38
840	38	ודבר	38
841	38	ואםלא	38
842	38	השנית	38
843	38	דם	38
844	38	במלחמה	38
845	38	אשרצוה	38
846	38	אשרי	38
847	38	אלך	38
848	38	אלישע	38
849	37	קדשו	37
850	37	צפונה	37
851	37	עולה	37
852	37	נשבע	37
853	37	נפשך	37
854	37	מחוץ	37
855	37	לעלה	37
856	37	למלכי	37
857	37	למחנה	37
858	37	לאהיה	37
859	37	כהן	37
860	37	יעלה	37
861	37	ידיו	37
862	37	חזק	37
863	37	חדש	37
864	37	ושב	37
865	37	ועשו	37
866	37	והיא	37
867	37	הערים	37
868	37	גוי	37
869	37	בערי	37
870	37	בעל	37
871	37	בעבור	37
872	37	אסתר	37
873	37	אנה	37
874	37	איה	37
875	37	אבנים	37
876	36	שדי	36
877	36	קח	36
878	36	קדשים	36
879	36	צפון	36
880	36	עצי	36
881	36	עמנו	36
882	36	עבדיו	36
883	36	מעבר	36
884	36	מןהארץ	36
885	36	מבן	36
886	36	ליעקב	36
887	36	לבדו	36
888	36	לאדני	36
889	36	יש	36
890	36	ירד	36
891	36	ים	36
892	36	יהוא	36
893	36	חטא	36
894	36	ולקח	36
895	36	ויחזק	36
896	36	ויאכלו	36
897	36	וזה	36
898	36	ובנות	36
899	36	וארבעים	36
900	36	הלכו	36
901	36	הלילה	36
902	36	הברית	36
903	36	דברת	36
904	36	בראש	36
905	36	בטרם	36
906	36	אנוש	36
907	36	אלמלך	36
908	36	אלוה	36
909	36	אביה	36
910	35	תשמע	35
911	35	תכלת	35
912	35	שלחו	35
913	35	שבת	35
914	35	שבטי	35
915	35	פר	35
916	35	עת	35
917	35	מעלי	35
918	35	מלכים	35
919	35	מלאה	35
920	35	לשמר	35
921	35	לשלמה	35
922	35	לשאול	35
923	35	לנצח	35
924	35	כלהדברים	35
925	35	יקח	35
926	35	ילדה	35
927	35	ונשא	35
928	35	והמלך	35
929	35	העדה	35
930	35	המון	35
931	35	הלוך	35
932	35	בעד	35
933	35	ביתו	35
934	35	אתהבית	35
935	35	אמרים	35
936	35	אלפרעה	35
937	35	אותו	35
938	35	אהב	35
939	34	תמות	34
940	34	שלם	34
941	34	קנה	34
942	34	עני	34
943	34	נפתלי	34
944	34	נער	34
945	34	משא	34
946	34	מביא	34
947	34	לפיחרב	34
948	34	לעבד	34
949	34	ללוים	34
950	34	לכהן	34
951	34	לוי	34
952	34	יטמא	34
953	34	יחזקיהו	34
954	34	חזה	34
955	34	ושבעה	34
956	34	ומלך	34
957	34	וישלחו	34
958	34	התורה	34
959	34	האבות	34
960	34	בשלום	34
961	34	בספר	34
962	34	במספר	34
963	34	אלעזר	34
964	34	אותי	34
965	33	רחבעם	33
966	33	צויתי	33
967	33	צדקיהו	33
968	33	למות	33
969	33	לדעת	33
970	33	כשדים	33
971	33	כלאיש	33
972	33	כח	33
973	33	יקרא	33
974	33	יחיה	33
975	33	חיי	33
976	33	זקני	33
977	33	ותקרא	33
978	33	ותלך	33
979	33	ושתי	33
980	33	ושרי	33
981	33	ושמו	33
982	33	ושלשה	33
983	33	ולפני	33
984	33	וישראל	33
985	33	וישימו	33
986	33	וירושלם	33
987	33	ויברך	33
988	33	והכרתי	33
989	33	השלמים	33
990	33	הרעים	33
991	33	הראש	33
992	33	הענן	33
993	33	הבאים	33
994	33	דרכו	33
995	33	דור	33
996	33	גבור	33
997	33	בשמרון	33
998	33	בניך	33
999	33	בידם	33
1000	33	אתשמו	33
1001	33	אמרת	33
1002	33	אחריך	33
1003	33	אור	33
1004	33	אויב	33
1005	33	אהיה	33
1006	32	תבל	32
1007	32	שמנה	32
1008	32	שמחה	32
1009	32	שכם	32
1010	32	קטרת	32
1011	32	עמם	32
1012	32	עלירושלם	32
1013	32	עליון	32
1014	32	סיני	32
1015	32	מצפון	32
1016	32	ממלכות	32
1017	32	מישראל	32
1018	32	מאחרי	32
1019	32	ליהודה	32
1020	32	להשיב	32
1021	32	לבד	32
1022	32	כלב	32
1023	32	יראו	32
1024	32	יאמרו	32
1025	32	חשך	32
1026	32	חלק	32
1027	32	ותבא	32
1028	32	ושתים	32
1029	32	ושמע	32
1030	32	ושמנה	32
1031	32	ועשיתם	32
1032	32	ומאה	32
1033	32	ולמה	32
1034	32	וכסף	32
1035	32	ויחי	32
1036	32	וידברו	32
1037	32	ואתנה	32
1038	32	המן	32
1039	32	המזבחה	32
1040	32	הכסף	32
1041	32	הישבים	32
1042	32	גםהוא	32
1043	32	בתוכה	32
1044	32	בלעם	32
1045	32	ארור	32
1046	32	אסף	32
1047	32	איננו	32
1048	32	אבנר	32
1049	32	אביהם	32
1050	31	שנית	31
1051	31	שלחני	31
1052	31	שארית	31
1053	31	רבות	31
1054	31	צר	31
1055	31	פרים	31
1056	31	עליהוה	31
1057	31	עין	31
1058	31	עור	31
1059	31	עברים	31
1060	31	סוסים	31
1061	31	נפלו	31
1062	31	נבל	31
1063	31	מלךאשור	31
1064	31	לבטח	31
1065	31	כשמע	31
1066	31	כלו	31
1067	31	כלאלה	31
1068	31	כילא	31
1069	31	יפלו	31
1070	31	ימה	31
1071	31	יודע	31
1072	31	ידבר	31
1073	31	חסדך	31
1074	31	זקן	31
1075	31	ותרא	31
1076	31	ותקח	31
1077	31	וצדקה	31
1078	31	ומת	31
1079	31	וטמא	31
1080	31	ודבש	31
1081	31	ואנחנו	31
1082	31	ואל	31
1083	31	הקדשים	31
1084	31	הנביאים	31
1085	31	הישר	31
1086	31	החטאת	31
1087	31	גבר	31
1088	31	בניעמון	31
1089	31	במחנה	31
1090	31	ביני	31
1091	31	באלהים	31
1092	31	באחד	31
1093	31	אשרדבר	31
1094	31	אברם	31
1095	30	שמשון	30
1096	30	שמעת	30
1097	30	שדה	30
1098	30	רחב	30
1099	30	קראו	30
1100	30	מרדכי	30
1101	30	מזרחה	30
1102	30	לשון	30
1103	30	לירושלם	30
1104	30	להביא	30
1105	30	לבם	30
1106	30	כפי	30
1107	30	כבד	30
1108	30	ישמע	30
1109	30	יקום	30
1110	30	יכלו	30
1111	30	יהי	30
1112	30	יאשיהו	30
1113	30	וקול	30
1114	30	ויעמדו	30
1115	30	וזהב	30
1116	30	וארבע	30
1117	30	הנגע	30
1118	30	המקום	30
1119	30	הימנית	30
1120	30	בשקל	30
1121	30	בנך	30
1122	30	בןבקר	30
1123	30	בידי	30
1124	30	אשרלו	30
1125	30	אמן	30
1126	30	אליהושע	30
1127	30	אלביתו	30
1128	30	אלאהרן	30
1129	30	אבל	30
1130	29	תתן	29
1131	29	תאמר	29
1132	29	ששה	29
1133	29	שמש	29
1134	29	שטים	29
1135	29	שאל	29
1136	29	רעב	29
1137	29	צרה	29
1138	29	עמדים	29
1139	29	עז	29
1140	29	מפניך	29
1141	29	מןהשמים	29
1142	29	מלבד	29
1143	29	לשמה	29
1144	29	לשם	29
1145	29	לרשתה	29
1146	29	לקראתו	29
1147	29	לפניכם	29
1148	29	לעיר	29
1149	29	ישלם	29
1150	29	ילד	29
1151	29	יבשו	29
1152	29	חצי	29
1153	29	ועמו	29
1154	29	ולך	29
1155	29	וישתחוו	29
1156	29	וירדו	29
1157	29	ויקבר	29
1158	29	וינסו	29
1159	29	הנחשת	29
1160	29	הכנעני	29
1161	29	הגדולה	29
1162	29	הביאו	29
1163	29	האל	29
1164	29	דעת	29
1165	29	גדלות	29
1166	29	גד	29
1167	29	ברב	29
1168	29	בערב	29
1169	29	בנישנה	29
1170	29	בלק	29
1171	29	בכור	29
1172	29	באדין	29
1173	29	אתארץ	29
1174	29	איל	29
1175	29	אבותם	29
1176	28	שמעון	28
1177	28	קרוב	28
1178	28	קרבנו	28
1179	28	קדשי	28
1180	28	צדקה	28
1181	28	עדמתי	28
1182	28	נפל	28
1183	28	נעשה	28
1184	28	ניחח	28
1185	28	נחלת	28
1186	28	מררי	28
1187	28	מצרימה	28
1188	28	מצוך	28
1189	28	מלךמצרים	28
1190	28	מירושלם	28
1191	28	לעד	28
1192	28	לאהרן	28
1193	28	ככה	28
1194	28	כיטוב	28
1195	28	יששכר	28
1196	28	חכמים	28
1197	28	חיה	28
1198	28	ותחת	28
1199	28	ותהר	28
1200	28	ותאכל	28
1201	28	ועבר	28
1202	28	ועבד	28
1203	28	ומשפט	28
1204	28	ומאתים	28
1205	28	וכלאשר	28
1206	28	וישבי	28
1207	28	ויקראו	28
1208	28	ויפלו	28
1209	28	ויסף	28
1210	28	וידע	28
1211	28	ויאסף	28
1212	28	והכהנים	28
1213	28	וביד	28
1214	28	ואמרתם	28
1215	28	הראשנים	28
1216	28	הלוי	28
1217	28	החזיק	28
1218	28	הדם	28
1219	28	האהל	28
1220	28	גםאני	28
1221	28	בקדש	28
1222	28	בןנון	28
1223	28	בלולה	28
1224	28	בכסף	28
1225	28	בגדים	28
1226	28	בגדיו	28
1227	28	בבלה	28
1228	28	אתידו	28
1229	28	אתהכסף	28
1230	28	אתבריתי	28
1231	28	אקרא	28
1232	28	אחיהם	28
1233	28	אדניו	28
1234	28	אבות	28
1235	27	ששים	27
1236	27	שקל	27
1237	27	שנת	27
1238	27	שמעי	27
1239	27	שים	27
1240	27	שור	27
1241	27	קדמה	27
1242	27	פקד	27
1243	27	עמל	27
1244	27	עמה	27
1245	27	עלראשו	27
1246	27	נבוכדנצר	27
1247	27	משכיל	27
1248	27	מפניהם	27
1249	27	מיכה	27
1250	27	מידי	27
1251	27	מגן	27
1252	27	לקחת	27
1253	27	למעלה	27
1254	27	לדרתיכם	27
1255	27	לאברהם	27
1256	27	כלזכר	27
1257	27	כלהגוים	27
1258	27	חרש	27
1259	27	חנם	27
1260	27	חלל	27
1261	27	ותשב	27
1262	27	ויקמו	27
1263	27	ויאכל	27
1264	27	והיית	27
1265	27	ובנימן	27
1266	27	ואראה	27
1267	27	ואמרה	27
1268	27	ואכלה	27
1269	27	ואחרי	27
1270	27	השמיני	27
1271	27	הקטן	27
1272	27	החתי	27
1273	27	בציון	27
1274	27	בעמק	27
1275	27	במשפט	27
1276	27	ביתך	27
